building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
industrial,concrete,69,1487.0,continental,5.015,0.3856,False,19.09,50.82,1013.18,284.1,critical,normal,normal,critical,0.6781
commercial,concrete,28,1985.3,continental,1.906,0.1749,False,4.73,59.13,1004.25,493.7,attention,normal,normal,attention,0.4088
industrial,concrete,103,1884.6,temperate,6.907,0.4942,False,15.26,57.84,1023.69,261.8,critical,normal,normal,critical,0.7765
industrial,concrete,85,1311.1,temperate,1.373,0.1216,False,-0.75,60.17,1008.01,292.1,attention,normal,normal,attention,0.3576
residential,wood,19,4412.1,continental,2.255,0.2128,False,9.23,50.62,1013.31,329.5,attention,normal,normal,attention,0.4573
commercial,concrete,7,1076.4,continental,0.251,0.009,False,7.96,50.17,1003.94,473.7,normal,normal,normal,normal,0.1223
residential,brick,29,969.0,temperate,0.0,0.0028,False,8.11,50.97,1013.06,381.6,normal,normal,normal,normal,0.0054
industrial,concrete,109,574.7,temperate,4.588,0.336,False,7.73,65.47,1005.33,210.1,critical,normal,normal,critical,0.6456
industrial,concrete,27,321.1,temperate,0.0,0.0,False,7.71,32.19,1004.52,215.5,normal,normal,normal,normal,0.0589
residential,mixed,41,119.9,temperate,6.15,0.4797,False,6.02,86.85,1021.12,311.9,critical,critical,normal,critical,0.7621
residential,brick,32,4652.4,temperate,0.154,0.0047,False,19.74,41.36,1004.47,289.6,normal,normal,normal,normal,0.0704
industrial,wood,69,4530.7,continental,5.573,0.4353,False,12.37,71.95,1020.62,296.0,critical,attention,normal,critical,0.7107
residential,wood,18,1245.4,temperate,1.019,0.0828,False,11.23,71.56,1008.03,457.2,normal,attention,normal,attention,0.3463
industrial,concrete,39,2951.4,temperate,1.384,0.1589,False,16.78,55.96,1014.88,359.5,attention,normal,normal,attention,0.3502
residential,concrete,48,1878.9,temperate,3.48,0.2978,False,13.17,66.75,1008.86,295.7,attention,normal,normal,attention,0.5733
historical,wood,10,3127.9,continental,0.0,0.0158,False,24.0,53.52,1017.89,305.0,normal,normal,normal,normal,0.0444
industrial,concrete,89,3850.9,temperate,0.503,0.0321,False,11.14,55.89,1016.81,315.7,normal,normal,normal,normal,0.2583
residential,concrete,57,3152.7,continental,1.498,0.1142,False,-7.32,51.88,1007.3,336.8,normal,normal,normal,normal,0.3673
residential,concrete,60,2203.7,continental,3.64,0.3003,True,12.94,47.84,1023.51,299.7,attention,normal,normal,attention,0.5667
residential,mixed,98,2050.6,continental,6.475,0.5078,False,4.23,51.66,1011.83,438.6,critical,normal,normal,critical,0.7779
commercial,mixed,89,4598.1,arid,9.165,0.7095,False,29.42,38.53,1001.18,515.4,critical,normal,normal,critical,0.9123
commercial,brick,25,4040.8,temperate,2.46,0.1801,False,18.35,64.98,1009.14,385.3,attention,normal,normal,attention,0.4513
residential,brick,35,4880.7,continental,1.943,0.1868,False,7.43,66.42,1007.18,288.7,attention,normal,normal,attention,0.4217
residential,mixed,26,900.8,temperate,7.996,0.6248,False,3.95,83.45,1013.57,340.7,critical,critical,normal,critical,0.8503
residential,brick,69,2677.2,arid,4.485,0.3134,False,29.27,29.53,1003.27,374.3,critical,normal,normal,critical,0.6336
commercial,concrete,46,4991.4,continental,0.342,0.0249,True,14.04,42.71,998.2,546.4,attention,normal,normal,normal,0.2137
commercial,brick,62,4971.7,continental,3.619,0.2525,False,-0.12,35.99,1017.27,286.7,attention,normal,attention,attention,0.5667
commercial,concrete,36,671.8,continental,2.647,0.2169,False,16.65,53.51,1013.94,560.4,attention,normal,normal,attention,0.4953
historical,wood,27,341.6,temperate,1.123,0.1436,False,20.43,65.16,1019.97,173.1,normal,attention,normal,attention,0.3109
historical,brick,51,680.8,temperate,0.192,0.0,False,16.33,58.86,1012.84,290.1,normal,normal,normal,normal,0.1704
residential,wood,73,1603.7,continental,4.998,0.3706,False,23.43,67.0,1011.27,296.3,critical,attention,normal,critical,0.6586
residential,brick,103,890.0,arid,3.956,0.3441,False,21.97,42.31,1005.21,146.9,critical,normal,attention,critical,0.6041
residential,brick,101,2618.7,continental,0.536,0.0917,False,15.41,44.55,1012.91,484.2,normal,normal,attention,normal,0.246
residential,concrete,28,1887.8,temperate,0.049,0.0011,False,17.22,54.71,1014.48,345.8,normal,normal,normal,normal,0.0
residential,concrete,108,733.6,temperate,2.514,0.2027,False,4.37,47.71,1024.02,472.3,attention,normal,normal,attention,0.4629
residential,brick,47,592.7,continental,1.187,0.084,True,-0.73,58.27,996.96,391.5,attention,normal,normal,attention,0.3384
residential,brick,16,2103.0,temperate,2.847,0.2337,False,11.42,69.73,999.88,385.9,attention,normal,normal,attention,0.504
commercial,brick,18,4151.1,coastal,0.0,0.0,False,27.72,68.8,1013.88,394.6,normal,normal,normal,normal,0.0
commercial,concrete,35,1820.1,continental,0.0,0.0204,True,4.43,36.01,1006.89,446.1,attention,normal,normal,attention,0.1211
residential,brick,51,4393.3,temperate,4.336,0.3709,False,14.01,73.65,1007.8,374.9,critical,attention,normal,critical,0.6293
industrial,concrete,80,2776.3,arid,0.545,0.0011,False,11.76,30.31,1012.64,452.6,normal,normal,normal,normal,0.2284
residential,mixed,10,1298.6,arid,0.0,0.025,True,36.2,20.03,1010.03,330.2,attention,normal,normal,attention,0.118
residential,wood,106,844.0,continental,3.245,0.228,False,16.46,51.51,1014.9,544.1,attention,normal,normal,attention,0.5293
residential,wood,103,3963.5,arid,4.992,0.4011,False,28.45,32.17,1011.15,298.7,critical,normal,normal,critical,0.6697
commercial,concrete,52,1690.7,temperate,0.113,0.0,False,12.0,67.15,1004.07,345.4,normal,normal,normal,normal,0.1296
industrial,mixed,85,1469.5,temperate,5.612,0.4607,False,19.85,59.32,1012.04,160.9,critical,normal,attention,critical,0.7214
historical,brick,51,1663.5,temperate,1.709,0.1881,False,16.74,44.07,1023.77,249.4,attention,normal,normal,attention,0.4061
residential,brick,11,2345.3,arid,0.491,0.0,False,26.09,35.06,1005.9,295.8,normal,normal,normal,normal,0.2105
industrial,concrete,76,1734.7,coastal,1.961,0.1271,True,16.86,70.06,1015.01,54.2,attention,normal,critical,attention,0.4116
residential,mixed,22,4984.7,temperate,0.784,0.0888,False,9.61,52.78,998.37,410.9,normal,normal,normal,normal,0.2556
commercial,concrete,68,2249.6,temperate,1.539,0.1593,False,13.24,67.27,1017.54,421.2,attention,normal,normal,attention,0.3582
residential,brick,65,2738.2,temperate,0.826,0.0163,False,15.59,53.17,1024.95,296.7,normal,normal,normal,normal,0.2396
residential,brick,15,699.5,continental,1.24,0.0888,False,19.45,40.56,1009.41,209.2,normal,normal,normal,normal,0.2961
residential,brick,62,4947.7,temperate,3.663,0.292,False,14.65,62.47,1008.41,331.1,attention,normal,normal,attention,0.5773
residential,wood,33,80.0,temperate,0.0,0.0,False,10.83,64.91,1028.12,454.3,normal,attention,normal,attention,0.1049
industrial,concrete,54,1613.4,temperate,0.352,0.0897,False,11.26,50.67,1009.27,243.3,normal,normal,normal,normal,0.2166
commercial,concrete,25,3420.8,continental,1.01,0.0694,False,10.1,46.99,1021.34,305.0,normal,normal,normal,normal,0.2865
commercial,wood,73,3944.7,coastal,4.618,0.3625,False,22.34,73.87,1009.85,462.4,critical,attention,normal,critical,0.6572
residential,mixed,22,1542.2,temperate,0.194,0.0087,False,1.56,56.37,1010.67,287.5,normal,normal,normal,normal,0.1407
residential,concrete,38,1393.6,arid,1.95,0.1393,False,31.93,33.45,1011.25,235.6,attention,normal,normal,attention,0.4405
commercial,concrete,79,1849.2,temperate,6.617,0.5259,False,21.36,78.66,1004.01,466.0,critical,attention,normal,critical,0.7649
residential,brick,48,1143.4,continental,1.402,0.1532,False,13.76,34.96,1015.54,244.5,attention,normal,normal,attention,0.3636
residential,wood,6,4708.8,temperate,0.299,0.0003,False,15.15,56.11,1016.26,427.9,normal,normal,normal,normal,0.1249
residential,concrete,29,3948.4,temperate,0.67,0.0,False,14.12,43.64,1016.48,312.3,normal,normal,normal,normal,0.242
industrial,concrete,74,3471.1,temperate,0.259,0.0115,False,5.31,37.09,1008.6,218.6,normal,normal,normal,normal,0.2238
residential,brick,34,1883.7,temperate,1.603,0.1378,False,13.79,41.33,1025.22,331.2,attention,normal,normal,attention,0.3947
residential,wood,62,845.1,temperate,0.768,0.0334,False,27.92,45.75,1013.57,364.4,normal,normal,normal,normal,0.2621
commercial,concrete,25,1129.8,continental,0.71,0.056,False,5.81,71.82,1016.81,436.3,normal,normal,normal,normal,0.2705
commercial,concrete,26,2459.2,continental,0.821,0.0085,False,10.31,78.12,1016.46,549.2,normal,attention,normal,attention,0.284
commercial,brick,34,3094.2,temperate,0.728,0.0774,False,20.84,66.28,1010.98,465.0,normal,normal,normal,normal,0.2996
industrial,concrete,49,2137.4,continental,5.084,0.3887,False,13.08,65.14,1001.63,223.7,critical,normal,normal,critical,0.6744
residential,brick,11,1417.4,continental,0.918,0.035,False,-11.86,77.39,1023.98,356.4,normal,attention,normal,attention,0.2608
commercial,concrete,24,2097.3,arid,0.051,0.0074,False,23.58,34.32,1002.93,230.9,normal,normal,attention,attention,0.1406
commercial,concrete,75,162.9,continental,6.928,0.5841,False,13.31,67.99,1011.04,325.2,critical,normal,normal,critical,0.8059
industrial,concrete,62,2555.4,continental,1.48,0.1011,False,12.82,33.9,1002.27,334.0,normal,normal,normal,normal,0.3723
residential,brick,7,247.4,temperate,0.0,0.0265,False,21.56,44.57,1010.6,315.9,normal,normal,normal,normal,0.0
industrial,concrete,46,360.7,temperate,2.875,0.2691,False,5.09,60.36,1006.26,234.1,attention,normal,normal,attention,0.5305
commercial,concrete,102,3147.1,arid,4.071,0.3568,False,25.25,28.89,1009.91,418.8,critical,normal,normal,critical,0.6067
residential,wood,70,4479.8,continental,3.964,0.3619,False,9.41,52.75,1030.31,449.1,critical,normal,normal,critical,0.608
commercial,concrete,89,147.6,temperate,4.567,0.3204,False,6.38,64.35,1025.18,488.4,critical,normal,normal,critical,0.6304
residential,brick,15,538.9,temperate,2.218,0.1608,True,10.1,55.53,1018.34,329.2,attention,normal,normal,attention,0.4329
residential,wood,24,2845.9,temperate,0.181,0.0118,False,13.03,50.76,1012.5,468.5,normal,normal,normal,normal,0.0869
residential,brick,46,3030.3,continental,0.986,0.0878,False,15.63,18.46,1013.54,311.2,normal,normal,normal,normal,0.2898
industrial,mixed,84,4305.6,temperate,2.932,0.2382,False,11.12,53.74,1015.97,130.6,attention,normal,attention,attention,0.4981
residential,brick,63,1693.9,continental,7.582,0.5951,False,-1.48,55.98,1031.48,519.3,critical,normal,normal,critical,0.8243
commercial,wood,27,1508.0,temperate,0.935,0.0674,False,8.73,62.88,1013.64,476.2,normal,attention,normal,attention,0.2768
residential,brick,57,774.6,continental,0.405,0.0,False,-7.64,47.58,1007.0,243.1,normal,normal,normal,normal,0.2302
commercial,concrete,44,4350.3,continental,2.328,0.1158,False,14.7,59.11,1023.09,453.9,attention,normal,normal,attention,0.4461
commercial,mixed,79,4104.4,continental,1.155,0.0663,False,20.19,62.63,1009.41,515.8,normal,normal,normal,normal,0.3169
residential,mixed,33,1315.4,arid,3.957,0.3223,False,28.9,18.93,1003.79,369.1,attention,normal,normal,attention,0.5827
residential,concrete,60,2345.4,continental,0.965,0.1,False,17.08,30.6,1009.71,359.9,normal,normal,normal,normal,0.2753
commercial,wood,17,1374.9,arid,0.0,0.0278,False,28.84,27.71,1005.51,644.2,normal,normal,normal,normal,0.0
residential,wood,36,4096.1,coastal,3.063,0.281,False,16.44,75.78,1020.11,271.4,attention,critical,normal,critical,0.5078
industrial,concrete,32,4804.6,temperate,1.476,0.1168,False,15.13,79.16,1022.77,234.9,normal,attention,normal,attention,0.3937
commercial,concrete,30,597.9,temperate,1.954,0.1865,False,16.2,38.98,1013.73,443.6,attention,normal,normal,attention,0.4164
industrial,concrete,69,2886.8,coastal,1.833,0.1727,False,17.71,68.01,1009.42,259.9,attention,normal,normal,attention,0.4083
commercial,concrete,63,1290.0,coastal,3.466,0.2716,False,18.38,70.47,1017.38,424.7,attention,normal,normal,attention,0.5576
historical,brick,22,595.3,coastal,0.115,0.0123,False,10.89,59.89,1002.29,273.0,normal,normal,normal,normal,0.152
residential,brick,103,2618.1,temperate,0.958,0.0837,False,5.49,47.1,1013.18,390.4,normal,normal,normal,normal,0.295
commercial,concrete,107,2301.2,temperate,1.288,0.0557,False,14.76,51.96,1017.29,395.2,normal,normal,normal,normal,0.3228
industrial,concrete,19,3328.2,temperate,0.043,0.0141,True,14.97,62.98,1005.02,295.8,attention,normal,normal,attention,0.0704
commercial,mixed,40,3598.9,arid,0.08,0.0322,False,35.2,33.5,1013.12,494.6,normal,attention,normal,normal,0.131
commercial,concrete,14,2681.7,temperate,0.002,0.0201,False,16.62,47.0,1006.63,500.8,normal,normal,normal,normal,0.0818
commercial,concrete,17,4186.4,continental,0.0,0.0,False,-18.25,43.8,1013.34,512.7,normal,attention,normal,attention,0.0337
residential,brick,74,610.4,continental,2.33,0.1823,False,12.05,59.57,1018.41,351.0,attention,normal,normal,attention,0.474
residential,concrete,33,2252.3,continental,0.206,0.0275,False,20.19,34.05,1013.72,386.4,normal,attention,normal,normal,0.0972
residential,brick,57,4169.8,continental,0.085,0.0,False,14.45,35.56,1019.82,344.8,normal,normal,normal,normal,0.0008
industrial,concrete,41,395.7,temperate,0.954,0.0817,False,11.52,74.15,1004.94,499.1,normal,normal,normal,normal,0.2907
industrial,brick,86,2704.7,continental,1.829,0.1837,False,9.01,48.64,1018.24,232.3,attention,normal,normal,attention,0.4331
residential,wood,94,368.6,temperate,2.392,0.2052,False,20.61,64.42,1015.36,375.6,attention,attention,normal,attention,0.4806
commercial,mixed,20,4574.6,temperate,0.0,0.003,False,17.82,48.08,1018.53,395.4,normal,normal,normal,normal,0.0
industrial,brick,40,3067.0,temperate,1.834,0.1524,False,17.41,66.1,986.67,453.5,attention,normal,normal,attention,0.4355
residential,wood,124,1156.1,temperate,4.92,0.3427,False,25.5,41.85,1019.78,228.8,critical,normal,normal,critical,0.673
commercial,mixed,41,3469.0,temperate,0.0,0.0002,False,17.27,52.36,1014.47,472.9,normal,normal,normal,normal,0.0
historical,brick,31,359.6,arid,0.425,0.0227,False,28.06,33.87,1011.16,207.5,normal,normal,normal,normal,0.2076
residential,wood,10,834.1,continental,1.942,0.1515,False,17.91,57.24,1032.61,318.2,attention,normal,normal,attention,0.4258
industrial,concrete,74,1390.1,continental,3.211,0.231,False,-27.58,86.23,1018.06,179.3,attention,attention,critical,attention,0.5382
residential,wood,43,3028.1,temperate,1.231,0.1027,False,6.99,59.0,1000.05,459.7,normal,normal,normal,normal,0.3677
residential,brick,100,923.2,arid,4.495,0.3674,False,10.45,25.43,1002.49,339.6,critical,normal,normal,critical,0.6323
historical,brick,69,186.4,arid,0.362,0.017,False,40.42,26.06,1008.26,211.0,normal,attention,normal,attention,0.0
industrial,concrete,77,568.7,continental,2.676,0.2514,False,6.66,40.7,1002.7,258.6,attention,attention,normal,attention,0.4909
commercial,concrete,12,4393.4,temperate,0.98,0.102,False,13.5,50.45,1014.23,482.8,normal,normal,normal,normal,0.3203
historical,wood,82,1357.7,temperate,1.289,0.0944,False,20.3,53.89,1017.63,271.8,normal,normal,normal,normal,0.3023
commercial,brick,31,2512.9,temperate,2.471,0.1556,False,8.34,61.38,1014.25,385.1,attention,normal,normal,attention,0.436
industrial,mixed,48,3346.3,continental,2.387,0.1957,False,27.35,54.0,1019.56,380.7,attention,normal,normal,attention,0.4443
residential,wood,16,2924.4,arid,1.67,0.0881,False,21.26,23.82,1012.41,218.1,normal,normal,normal,normal,0.368
industrial,wood,52,3149.2,temperate,3.583,0.2732,False,21.95,57.14,1019.79,295.9,attention,normal,normal,attention,0.5767
historical,wood,39,1874.7,continental,5.121,0.3962,False,16.91,61.91,1028.39,286.4,critical,attention,normal,attention,0.6704
industrial,concrete,20,2535.6,continental,1.284,0.1351,True,16.89,59.47,1013.77,325.1,attention,normal,normal,attention,0.3132
commercial,concrete,18,2459.3,temperate,0.0,0.0269,False,16.03,48.08,1016.17,430.5,normal,normal,normal,normal,0.0
residential,brick,15,462.3,temperate,0.345,0.0977,False,20.06,68.12,1007.67,606.7,normal,normal,normal,normal,0.2632
industrial,concrete,30,2786.7,temperate,0.186,0.0,False,24.57,74.08,1012.6,397.7,normal,normal,normal,normal,0.0
residential,brick,79,702.5,coastal,2.438,0.1828,False,10.99,81.75,1007.5,333.5,attention,attention,normal,attention,0.4764
residential,brick,36,1272.2,coastal,1.202,0.071,False,19.12,70.0,1021.68,239.4,normal,attention,normal,attention,0.337
historical,brick,50,1824.4,temperate,1.898,0.1927,True,15.28,49.62,1007.79,332.1,attention,normal,normal,attention,0.4415
commercial,mixed,43,4905.9,continental,1.24,0.1326,False,14.16,70.77,1027.96,481.2,normal,attention,normal,critical,0.3486
historical,wood,10,3133.2,continental,0.622,0.0768,False,19.97,43.61,1013.73,217.9,normal,normal,normal,normal,0.2396
industrial,concrete,85,1485.0,temperate,1.263,0.1141,False,17.12,65.55,1016.86,207.8,normal,normal,normal,normal,0.3357
residential,brick,63,2453.4,temperate,6.68,0.5274,False,17.17,52.19,1006.39,240.2,critical,normal,normal,critical,0.7919
commercial,mixed,48,3968.9,temperate,3.368,0.2323,False,14.74,53.32,1011.05,405.2,attention,normal,normal,attention,0.541
industrial,mixed,22,4430.3,temperate,0.456,0.058,False,7.12,52.43,1006.23,265.1,normal,normal,normal,normal,0.2258
residential,concrete,68,3299.3,arid,2.88,0.2287,False,32.14,36.03,1002.65,348.4,attention,normal,normal,attention,0.5145
residential,mixed,74,701.8,arid,1.506,0.1064,False,35.3,22.38,1006.79,255.6,normal,normal,normal,normal,0.3794
historical,brick,15,805.8,continental,0.199,0.0701,False,18.04,50.77,993.66,416.7,normal,normal,normal,normal,0.1568
commercial,concrete,14,2212.4,coastal,0.0,0.0,False,22.23,63.36,1000.35,530.8,normal,normal,normal,normal,0.1414
industrial,mixed,91,3648.9,continental,3.969,0.3065,False,20.18,47.05,1019.43,310.9,attention,normal,normal,attention,0.6032
residential,concrete,76,2191.3,temperate,1.292,0.1473,False,16.25,55.66,1017.57,349.3,attention,normal,normal,attention,0.355
residential,wood,82,4393.2,temperate,2.657,0.1819,False,15.06,58.79,1018.19,494.7,attention,normal,normal,attention,0.4789
historical,brick,17,61.9,continental,1.831,0.1655,False,4.06,56.71,1029.51,228.6,attention,normal,normal,attention,0.3812
industrial,concrete,76,3470.0,temperate,1.541,0.1079,False,15.31,62.94,1006.12,390.5,normal,normal,normal,normal,0.3655
residential,concrete,113,4278.9,continental,0.377,0.1006,False,-3.86,36.26,1017.25,448.6,normal,normal,normal,normal,0.1631
historical,brick,28,3746.3,continental,0.02,0.0297,False,28.85,47.32,1009.26,163.6,normal,normal,normal,normal,0.0172
